"name","region_count","ratio_tumor_tissue","largest_tumor_area","longest_axis_largest_tumor","pixels_gt_90","avg_prediction","max_area","mean_area","area_variance","area_skew","area_kurt","max_perimeter","mean_perimeter","perimeter_variance","perimeter_skew","perimeter_kurt","max_eccentricity","mean_eccentricity","eccentricity_variance","eccentricity_skew","eccentricity_kurt","max_extent","mean_extent","extent_variance","extent_skew","extent_kurt","max_solidity","mean_solidity","solidity_variance","solidity_skew","solidity_kurt"
"Normal_025",1.0,0.0,2.0,2.83,1.0,255.0,1.0,1.0,0.0,0.0,-3.0,0.0,0.0,0.0,0.0,-3.0,0.0,0.0,0.0,0.0,-3.0,1.0,0.99,0.01,-6.33,38.02,1.0,1.0,0.0,0.0,-3.0
"Normal_026",165.0,0.01,9.0,7.59,174.0,241.42,2.0,1.05,0.05,3.92,13.39,0.0,0.0,0.0,0.0,-3.0,1.0,0.05,0.05,3.92,13.39,1.0,0.93,0.03,-2.14,2.79,1.0,1.0,0.0,0.0,-3.0
"Normal_027",18.0,0.02,3.0,2.31,18.0,241.39,1.0,1.0,0.0,0.0,-3.0,0.0,0.0,0.0,0.0,-3.0,0.0,0.0,0.0,0.0,-3.0,1.0,0.95,0.02,-2.55,4.61,1.0,1.0,0.0,0.0,-3.0
"Normal_028",1.0,0.0,1.0,0.0,1.0,255.0,1.0,1.0,0.0,0.0,-3.0,0.0,0.0,0.0,0.0,-3.0,0.0,0.0,0.0,0.0,-3.0,1.0,1.0,0.0,0.0,-3.0,1.0,1.0,0.0,0.0,-3.0
"Normal_029",125.0,0.02,12.0,8.29,137.0,241.6,2.0,1.1,0.09,2.74,5.52,0.0,0.0,0.0,0.0,-3.0,1.0,0.1,0.09,2.74,5.52,1.0,0.92,0.03,-2.1,2.79,1.0,1.0,0.0,0.0,-3.0
"Normal_030",117.0,0.01,5.0,4.62,123.0,241.51,2.0,1.05,0.05,4.07,14.55,0.0,0.0,0.0,0.0,-3.0,1.0,0.05,0.05,4.07,14.55,1.0,0.92,0.03,-2.01,2.24,1.0,1.0,0.0,0.0,-3.0
"Normal_031",4.0,0.0,2.0,2.0,4.0,245.25,1.0,1.0,0.0,0.0,-3.0,0.0,0.0,0.0,0.0,-3.0,0.0,0.0,0.0,0.0,-3.0,1.0,1.0,0.0,0.0,-3.0,1.0,1.0,0.0,0.0,-3.0
"Normal_032",13.0,0.0,1.0,0.0,13.0,246.54,1.0,1.0,0.0,0.0,-3.0,0.0,0.0,0.0,0.0,-3.0,0.0,0.0,0.0,0.0,-3.0,1.0,1.0,0.0,0.0,-3.0,1.0,1.0,0.0,0.0,-3.0
"Normal_033",3.0,0.0,2.0,2.83,3.0,247.0,1.0,1.0,0.0,0.0,-3.0,0.0,0.0,0.0,0.0,-3.0,0.0,0.0,0.0,0.0,-3.0,1.0,0.99,0.0,-7.96,61.35,1.0,1.0,0.0,0.0,-3.0
"Normal_034",17.0,0.0,2.0,2.0,17.0,240.59,1.0,1.0,0.0,0.0,-3.0,0.0,0.0,0.0,0.0,-3.0,0.0,0.0,0.0,0.0,-3.0,1.0,1.0,0.0,0.0,-3.0,1.0,1.0,0.0,0.0,-3.0
"Normal_035",51.0,0.01,5.0,3.58,51.0,242.88,1.0,1.0,0.0,0.0,-3.0,0.0,0.0,0.0,0.0,-3.0,0.0,0.0,0.0,0.0,-3.0,1.0,0.94,0.02,-2.35,3.63,1.0,1.0,0.0,0.0,-3.0
"Normal_036",1.0,0.0,3.0,3.68,1.0,255.0,1.0,1.0,0.0,0.0,-3.0,0.0,0.0,0.0,0.0,-3.0,0.0,0.0,0.0,0.0,-3.0,1.0,0.99,0.01,-5.7,30.53,1.0,1.0,0.0,0.0,-3.0
"Normal_037",205.0,0.01,7.0,5.67,216.0,242.01,3.0,1.05,0.06,4.9,25.71,1.21,0.01,0.01,14.21,200.0,1.0,0.05,0.05,4.19,15.56,1.0,0.94,0.03,-2.35,3.71,1.0,1.0,0.0,0.0,-3.0
"Normal_038",31.0,0.01,6.0,6.0,35.0,244.1,2.0,1.13,0.11,2.21,2.9,0.0,0.0,0.0,0.0,-3.0,1.0,0.13,0.11,2.21,2.9,1.0,0.96,0.02,-3.12,8.26,1.0,1.0,0.0,0.0,-3.0
"Normal_039",1.0,0.0,3.0,3.68,1.0,255.0,1.0,1.0,0.0,0.0,-3.0,0.0,0.0,0.0,0.0,-3.0,0.0,0.0,0.0,0.0,-3.0,1.0,0.98,0.01,-5.31,26.2,1.0,1.0,0.0,0.0,-3.0
"Normal_040",20.0,0.0,2.0,2.0,21.0,245.25,2.0,1.05,0.05,4.13,15.05,0.0,0.0,0.0,0.0,-3.0,1.0,0.05,0.05,4.13,15.05,1.0,1.0,0.0,0.0,-3.0,1.0,1.0,0.0,0.0,-3.0
"Normal_041",3.0,0.0,1.0,0.0,3.0,250.0,1.0,1.0,0.0,0.0,-3.0,0.0,0.0,0.0,0.0,-3.0,0.0,0.0,0.0,0.0,-3.0,1.0,1.0,0.0,0.0,-3.0,1.0,1.0,0.0,0.0,-3.0
"Normal_042",5.0,0.01,2.0,2.0,6.0,243.6,2.0,1.2,0.16,1.5,0.25,0.0,0.0,0.0,0.0,-3.0,1.0,0.2,0.16,1.5,0.25,1.0,0.97,0.02,-3.4,9.57,1.0,1.0,0.0,0.0,-3.0
"Normal_043",36.0,0.02,8.0,5.56,39.0,242.42,2.0,1.08,0.08,3.02,7.09,0.0,0.0,0.0,0.0,-3.0,1.0,0.08,0.08,3.02,7.09,1.0,0.87,0.05,-1.23,-0.25,1.0,1.0,0.0,0.0,-3.0
"Normal_044",1.0,0.0,3.0,3.68,1.0,255.0,1.0,1.0,0.0,0.0,-3.0,0.0,0.0,0.0,0.0,-3.0,0.0,0.0,0.0,0.0,-3.0,1.0,0.97,0.01,-3.53,10.64,1.0,1.0,0.0,0.0,-3.0
"Normal_045",40.0,0.02,3.0,3.27,40.0,242.82,1.0,1.0,0.0,0.0,-3.0,0.0,0.0,0.0,0.0,-3.0,0.0,0.0,0.0,0.0,-3.0,1.0,0.94,0.03,-2.52,4.52,1.0,1.0,0.0,0.0,-3.0
"Normal_046",1.0,0.0,2.0,2.0,1.0,255.0,1.0,1.0,0.0,0.0,-3.0,0.0,0.0,0.0,0.0,-3.0,0.0,0.0,0.0,0.0,-3.0,1.0,1.0,0.0,0.0,-3.0,1.0,1.0,0.0,0.0,-3.0
"Normal_047",4.0,0.0,2.0,2.0,4.0,242.25,1.0,1.0,0.0,0.0,-3.0,0.0,0.0,0.0,0.0,-3.0,0.0,0.0,0.0,0.0,-3.0,1.0,1.0,0.0,0.0,-3.0,1.0,1.0,0.0,0.0,-3.0
"Normal_048",1.0,0.0,1.0,0.0,1.0,255.0,1.0,1.0,0.0,0.0,-3.0,0.0,0.0,0.0,0.0,-3.0,0.0,0.0,0.0,0.0,-3.0,1.0,1.0,0.0,0.0,-3.0,1.0,1.0,0.0,0.0,-3.0
"Normal_049",109.0,0.01,5.0,4.0,121.0,241.85,2.0,1.11,0.1,2.49,4.21,0.0,0.0,0.0,0.0,-3.0,1.0,0.11,0.1,2.49,4.21,1.0,0.94,0.03,-2.6,5.15,1.0,1.0,0.0,0.0,-3.0
"Normal_050",4.0,0.0,1.0,0.0,4.0,246.25,1.0,1.0,0.0,0.0,-3.0,0.0,0.0,0.0,0.0,-3.0,0.0,0.0,0.0,0.0,-3.0,1.0,1.0,0.0,0.0,-3.0,1.0,1.0,0.0,0.0,-3.0
"Normal_051",2.0,0.0,3.0,3.68,2.0,252.5,1.0,1.0,0.0,0.0,-3.0,0.0,0.0,0.0,0.0,-3.0,0.0,0.0,0.0,0.0,-3.0,1.0,0.99,0.0,-6.97,46.52,1.0,1.0,0.0,0.0,-3.0
"Normal_052",1.0,0.0,1.0,0.0,1.0,255.0,1.0,1.0,0.0,0.0,-3.0,0.0,0.0,0.0,0.0,-3.0,0.0,0.0,0.0,0.0,-3.0,1.0,1.0,0.0,0.0,-3.0,1.0,1.0,0.0,0.0,-3.0
"Normal_054",1.0,0.0,1.0,0.0,1.0,255.0,1.0,1.0,0.0,0.0,-3.0,0.0,0.0,0.0,0.0,-3.0,0.0,0.0,0.0,0.0,-3.0,1.0,1.0,0.0,0.0,-3.0,1.0,1.0,0.0,0.0,-3.0
"Normal_055",163.0,0.01,5.0,4.93,177.0,241.48,2.0,1.09,0.08,2.96,6.74,0.0,0.0,0.0,0.0,-3.0,1.0,0.09,0.08,2.96,6.74,1.0,0.93,0.03,-2.19,2.98,1.0,1.0,0.0,0.0,-3.0
"Normal_056",158.0,0.01,9.0,9.16,166.0,242.28,2.0,1.05,0.05,4.1,14.8,0.0,0.0,0.0,0.0,-3.0,1.0,0.05,0.05,4.1,14.8,1.0,0.92,0.03,-2.0,2.24,1.0,1.0,0.0,0.0,-3.0
"Normal_057",6.0,0.0,1.0,0.0,6.0,247.83,1.0,1.0,0.0,0.0,-3.0,0.0,0.0,0.0,0.0,-3.0,0.0,0.0,0.0,0.0,-3.0,1.0,1.0,0.0,0.0,-3.0,1.0,1.0,0.0,0.0,-3.0
"Normal_058",1.0,0.0,2.0,2.83,1.0,255.0,1.0,1.0,0.0,0.0,-3.0,0.0,0.0,0.0,0.0,-3.0,0.0,0.0,0.0,0.0,-3.0,1.0,0.98,0.01,-4.77,20.71,1.0,1.0,0.0,0.0,-3.0
"Normal_059",106.0,0.01,15.0,10.96,117.0,241.72,3.0,1.1,0.15,3.9,14.71,3.41,0.06,0.14,7.59,61.23,1.0,0.07,0.07,3.24,8.51,1.0,0.93,0.03,-2.16,2.96,1.0,1.0,0.0,-10.15,101.01
"Normal_060",1.0,0.0,2.0,2.83,1.0,255.0,1.0,1.0,0.0,0.0,-3.0,0.0,0.0,0.0,0.0,-3.0,0.0,0.0,0.0,0.0,-3.0,1.0,0.97,0.01,-3.68,11.56,1.0,1.0,0.0,0.0,-3.0
"Normal_061",14.0,0.0,3.0,2.31,17.0,248.77,3.0,1.21,0.31,2.49,4.8,3.41,0.24,0.77,3.33,9.08,1.0,0.13,0.1,2.09,2.47,1.0,0.93,0.03,-2.08,2.58,1.0,1.0,0.0,0.0,-3.0
"Normal_063",7.0,0.0,1.0,0.0,7.0,247.43,1.0,1.0,0.0,0.0,-3.0,0.0,0.0,0.0,0.0,-3.0,0.0,0.0,0.0,0.0,-3.0,1.0,1.0,0.0,0.0,-3.0,1.0,1.0,0.0,0.0,-3.0
"Normal_064",8.0,0.0,1.0,0.0,8.0,246.38,1.0,1.0,0.0,0.0,-3.0,0.0,0.0,0.0,0.0,-3.0,0.0,0.0,0.0,0.0,-3.0,1.0,1.0,0.0,0.0,-3.0,1.0,1.0,0.0,0.0,-3.0
"Normal_065",6.0,0.0,2.0,2.0,6.0,241.5,1.0,1.0,0.0,0.0,-3.0,0.0,0.0,0.0,0.0,-3.0,0.0,0.0,0.0,0.0,-3.0,1.0,1.0,0.0,0.0,-3.0,1.0,1.0,0.0,0.0,-3.0
"Normal_066",41.0,0.0,1.0,0.0,41.0,244.1,1.0,1.0,0.0,0.0,-3.0,0.0,0.0,0.0,0.0,-3.0,0.0,0.0,0.0,0.0,-3.0,1.0,1.0,0.0,0.0,-3.0,1.0,1.0,0.0,0.0,-3.0
"Normal_067",3.0,0.0,2.0,2.83,3.0,246.0,1.0,1.0,0.0,0.0,-3.0,0.0,0.0,0.0,0.0,-3.0,0.0,0.0,0.0,0.0,-3.0,1.0,0.99,0.0,-8.12,64.01,1.0,1.0,0.0,0.0,-3.0
"Normal_068",9.0,0.0,1.0,0.0,9.0,245.44,1.0,1.0,0.0,0.0,-3.0,0.0,0.0,0.0,0.0,-3.0,0.0,0.0,0.0,0.0,-3.0,1.0,1.0,0.0,0.0,-3.0,1.0,1.0,0.0,0.0,-3.0
"Normal_069",3.0,0.0,1.0,0.0,3.0,245.0,1.0,1.0,0.0,0.0,-3.0,0.0,0.0,0.0,0.0,-3.0,0.0,0.0,0.0,0.0,-3.0,1.0,1.0,0.0,0.0,-3.0,1.0,1.0,0.0,0.0,-3.0
"Normal_070",7.0,0.0,1.0,0.0,7.0,247.29,1.0,1.0,0.0,0.0,-3.0,0.0,0.0,0.0,0.0,-3.0,0.0,0.0,0.0,0.0,-3.0,1.0,1.0,0.0,0.0,-3.0,1.0,1.0,0.0,0.0,-3.0
"Normal_072",5.0,0.0,1.0,0.0,5.0,250.0,1.0,1.0,0.0,0.0,-3.0,0.0,0.0,0.0,0.0,-3.0,0.0,0.0,0.0,0.0,-3.0,1.0,1.0,0.0,0.0,-3.0,1.0,1.0,0.0,0.0,-3.0
"Normal_073",4.0,0.0,1.0,0.0,4.0,248.5,1.0,1.0,0.0,0.0,-3.0,0.0,0.0,0.0,0.0,-3.0,0.0,0.0,0.0,0.0,-3.0,1.0,1.0,0.0,0.0,-3.0,1.0,1.0,0.0,0.0,-3.0
"Normal_074",22.0,0.0,2.0,2.0,22.0,244.36,1.0,1.0,0.0,0.0,-3.0,0.0,0.0,0.0,0.0,-3.0,0.0,0.0,0.0,0.0,-3.0,1.0,1.0,0.0,0.0,-3.0,1.0,1.0,0.0,0.0,-3.0
"Normal_076",2.0,0.0,2.0,2.0,2.0,244.0,1.0,1.0,0.0,0.0,-3.0,0.0,0.0,0.0,0.0,-3.0,0.0,0.0,0.0,0.0,-3.0,1.0,1.0,0.0,-10.17,101.34,1.0,1.0,0.0,0.0,-3.0
"Normal_077",16.0,0.0,2.0,2.83,17.0,245.34,2.0,1.06,0.06,3.61,11.07,0.0,0.0,0.0,0.0,-3.0,1.0,0.06,0.06,3.61,11.07,1.0,0.98,0.01,-5.48,28.03,1.0,1.0,0.0,0.0,-3.0
"Normal_078",1.0,0.0,2.0,2.0,1.0,255.0,1.0,1.0,0.0,0.0,-3.0,0.0,0.0,0.0,0.0,-3.0,0.0,0.0,0.0,0.0,-3.0,1.0,1.0,0.0,-10.54,109.01,1.0,1.0,0.0,0.0,-3.0
"Normal_079",4.0,0.0,1.0,0.0,4.0,246.25,1.0,1.0,0.0,0.0,-3.0,0.0,0.0,0.0,0.0,-3.0,0.0,0.0,0.0,0.0,-3.0,1.0,1.0,0.0,0.0,-3.0,1.0,1.0,0.0,0.0,-3.0
"Normal_080",15.0,0.0,2.0,2.0,16.0,244.57,2.0,1.07,0.06,3.47,10.07,0.0,0.0,0.0,0.0,-3.0,1.0,0.07,0.06,3.47,10.07,1.0,1.0,0.0,0.0,-3.0,1.0,1.0,0.0,0.0,-3.0
"Normal_081",4.0,0.0,2.0,2.0,4.0,239.75,1.0,1.0,0.0,0.0,-3.0,0.0,0.0,0.0,0.0,-3.0,0.0,0.0,0.0,0.0,-3.0,1.0,1.0,0.0,0.0,-3.0,1.0,1.0,0.0,0.0,-3.0
"Normal_082",4.0,0.0,1.0,0.0,4.0,247.0,1.0,1.0,0.0,0.0,-3.0,0.0,0.0,0.0,0.0,-3.0,0.0,0.0,0.0,0.0,-3.0,1.0,1.0,0.0,0.0,-3.0,1.0,1.0,0.0,0.0,-3.0
"Normal_083",1.0,0.0,2.0,2.83,1.0,255.0,1.0,1.0,0.0,0.0,-3.0,0.0,0.0,0.0,0.0,-3.0,0.0,0.0,0.0,0.0,-3.0,1.0,0.99,0.01,-5.83,32.03,1.0,1.0,0.0,0.0,-3.0
"Normal_084",2.0,0.0,1.0,0.0,2.0,248.5,1.0,1.0,0.0,0.0,-3.0,0.0,0.0,0.0,0.0,-3.0,0.0,0.0,0.0,0.0,-3.0,1.0,1.0,0.0,0.0,-3.0,1.0,1.0,0.0,0.0,-3.0
"Normal_085",4.0,0.0,2.0,2.0,4.0,247.5,1.0,1.0,0.0,0.0,-3.0,0.0,0.0,0.0,0.0,-3.0,0.0,0.0,0.0,0.0,-3.0,1.0,1.0,0.0,0.0,-3.0,1.0,1.0,0.0,0.0,-3.0
"Normal_086",5.0,0.0,2.0,2.0,5.0,241.2,1.0,1.0,0.0,0.0,-3.0,0.0,0.0,0.0,0.0,-3.0,0.0,0.0,0.0,0.0,-3.0,1.0,1.0,0.0,0.0,-3.0,1.0,1.0,0.0,0.0,-3.0
"Normal_087",7.0,0.0,1.0,0.0,7.0,247.71,1.0,1.0,0.0,0.0,-3.0,0.0,0.0,0.0,0.0,-3.0,0.0,0.0,0.0,0.0,-3.0,1.0,1.0,0.0,0.0,-3.0,1.0,1.0,0.0,0.0,-3.0
"Normal_088",22.0,0.0,4.0,4.47,26.0,246.28,4.0,1.18,0.42,3.79,13.26,2.0,0.09,0.17,4.36,17.05,1.0,0.09,0.08,2.85,6.1,1.0,0.99,0.01,-6.4,39.02,1.0,1.0,0.0,0.0,-3.0
"Normal_089",8.0,0.0,1.0,0.0,8.0,243.62,1.0,1.0,0.0,0.0,-3.0,0.0,0.0,0.0,0.0,-3.0,0.0,0.0,0.0,0.0,-3.0,1.0,1.0,0.0,0.0,-3.0,1.0,1.0,0.0,0.0,-3.0
"Normal_090",12.0,0.0,1.0,0.0,12.0,244.92,1.0,1.0,0.0,0.0,-3.0,0.0,0.0,0.0,0.0,-3.0,0.0,0.0,0.0,0.0,-3.0,1.0,1.0,0.0,0.0,-3.0,1.0,1.0,0.0,0.0,-3.0
"Normal_091",1.0,0.0,7.0,6.67,1.0,255.0,1.0,1.0,0.0,0.0,-3.0,0.0,0.0,0.0,0.0,-3.0,0.0,0.0,0.0,0.0,-3.0,1.0,0.98,0.01,-4.4,17.59,1.0,1.0,0.0,0.0,-3.0
"Normal_092",1.0,0.0,2.0,2.0,1.0,255.0,1.0,1.0,0.0,0.0,-3.0,0.0,0.0,0.0,0.0,-3.0,0.0,0.0,0.0,0.0,-3.0,1.0,1.0,0.0,0.0,-3.0,1.0,1.0,0.0,0.0,-3.0
"Normal_093",11.0,0.0,2.0,2.0,11.0,241.91,1.0,1.0,0.0,0.0,-3.0,0.0,0.0,0.0,0.0,-3.0,0.0,0.0,0.0,0.0,-3.0,1.0,1.0,0.0,0.0,-3.0,1.0,1.0,0.0,0.0,-3.0
"Normal_094",2.0,0.0,3.0,3.68,2.0,251.5,1.0,1.0,0.0,0.0,-3.0,0.0,0.0,0.0,0.0,-3.0,0.0,0.0,0.0,0.0,-3.0,1.0,0.98,0.01,-4.89,21.87,1.0,1.0,0.0,0.0,-3.0
"Normal_095",5.0,0.0,3.0,4.62,7.0,239.27,3.0,1.4,0.64,1.5,0.25,1.41,0.28,0.32,1.5,0.25,1.0,0.2,0.16,1.5,0.25,1.0,0.97,0.02,-4.69,20.04,1.0,1.0,0.0,0.0,-3.0
"Normal_096",19.0,0.0,4.0,3.32,21.0,243.42,3.0,1.11,0.2,4.01,14.06,1.21,0.06,0.07,4.01,14.06,0.97,0.05,0.05,4.01,14.06,1.0,0.98,0.01,-5.2,25.03,1.0,1.0,0.0,0.0,-3.0
"Normal_097",8.0,0.0,1.0,0.0,8.0,250.0,1.0,1.0,0.0,0.0,-3.0,0.0,0.0,0.0,0.0,-3.0,0.0,0.0,0.0,0.0,-3.0,1.0,1.0,0.0,0.0,-3.0,1.0,1.0,0.0,0.0,-3.0
"Normal_099",8.0,0.0,2.0,2.83,9.0,247.0,2.0,1.12,0.11,2.27,3.14,0.0,0.0,0.0,0.0,-3.0,1.0,0.12,0.11,2.27,3.14,1.0,0.97,0.01,-3.61,11.07,1.0,1.0,0.0,0.0,-3.0
"Normal_100",1.0,0.0,2.0,2.0,1.0,255.0,1.0,1.0,0.0,0.0,-3.0,0.0,0.0,0.0,0.0,-3.0,0.0,0.0,0.0,0.0,-3.0,1.0,0.99,0.0,-9.49,88.01,1.0,1.0,0.0,0.0,-3.0
"Normal_102",9.0,0.0,2.0,2.0,10.0,248.39,2.0,1.11,0.1,2.47,4.12,0.0,0.0,0.0,0.0,-3.0,1.0,0.11,0.1,2.47,4.12,1.0,1.0,0.0,0.0,-3.0,1.0,1.0,0.0,0.0,-3.0
"Normal_103",16.0,0.0,2.0,2.0,17.0,242.5,2.0,1.06,0.06,3.61,11.07,0.0,0.0,0.0,0.0,-3.0,1.0,0.06,0.06,3.61,11.07,1.0,0.98,0.01,-5.48,28.03,1.0,1.0,0.0,0.0,-3.0
"Normal_104",58.0,0.0,5.0,4.09,68.0,246.69,5.0,1.17,0.38,4.65,23.62,4.41,0.1,0.35,6.76,45.64,1.0,0.1,0.09,2.61,4.81,1.0,0.97,0.01,-3.76,12.29,1.0,1.0,0.0,0.0,-3.0
"Normal_113",89.0,0.0,3.0,3.27,96.0,246.95,2.0,1.08,0.07,3.13,7.8,0.0,0.0,0.0,0.0,-3.0,1.0,0.08,0.07,3.13,7.8,1.0,0.98,0.01,-4.48,18.05,1.0,1.0,0.0,0.0,-3.0
"Normal_114",141.0,0.0,23.0,15.84,224.0,245.39,21.0,1.59,4.34,6.58,52.97,21.04,0.52,4.94,6.53,51.42,1.0,0.19,0.15,1.53,0.37,1.0,0.96,0.02,-3.49,11.1,1.0,0.99,0.0,-6.42,46.18
"Normal_115",6.0,0.0,2.0,2.0,7.0,246.5,2.0,1.17,0.14,1.79,1.2,0.0,0.0,0.0,0.0,-3.0,1.0,0.17,0.14,1.79,1.2,1.0,0.99,0.01,-6.17,36.02,1.0,1.0,0.0,0.0,-3.0
